,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal
5663,48,F,2,Doctorate,Divorced,Less than $40K,Blue,37,6,2,4549.0,1313
5664,46,F,3,College,Married,Less than $40K,Blue,36,5,2,1438.3,1214
5665,49,F,3,High School,Married,Less than $40K,Blue,36,3,1,4476.0,1492
5666,44,F,3,College,Divorced,Less than $40K,Blue,38,5,3,2002.0,1448
5667,40,M,4,High School,Married,$80K - $120K,Blue,21,3,2,11502.0,2066
5668,44,M,4,Doctorate,Married,$120K +,Blue,39,4,3,7924.0,2517
5669,39,M,1,Graduate,Single,$120K +,Blue,28,4,2,16199.0,0
5670,43,M,2,Uneducated,Divorced,$80K - $120K,Blue,34,5,3,1452.0,0
5671,37,F,3,High School,Single,Less than $40K,Blue,18,4,1,2179.0,0
5672,35,M,3,Doctorate,Married,$80K - $120K,Blue,30,5,3,13590.0,1528
5673,31,F,1,Graduate,Single,Less than $40K,Blue,20,3,1,1695.0,0
5674,53,F,4,Graduate,Married,Less than $40K,Blue,46,6,3,4430.0,1579
5675,49,F,3,Graduate,Married,Less than $40K,Blue,35,3,3,2919.0,2032
5676,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,3,2796.0,1035
5677,41,F,2,Graduate,Married,Less than $40K,Blue,31,3,3,2580.0,2137
5678,43,M,1,High School,Single,$60K - $80K,Blue,31,5,3,2834.0,1720
5679,44,F,3,Graduate,Divorced,Less than $40K,Blue,24,4,1,2617.0,1508
5680,48,F,4,Graduate,Single,Less than $40K,Blue,41,3,3,1522.0,1273
5681,41,M,4,Graduate,Married,$40K - $60K,Silver,32,4,2,16509.0,425
5682,40,M,4,High School,Married,$40K - $60K,Blue,32,1,2,7316.0,1335
5683,44,F,2,Uneducated,Single,Less than $40K,Blue,37,5,1,7627.0,1742
5684,44,M,3,Graduate,Married,$40K - $60K,Blue,36,4,2,9465.0,0
5685,48,M,3,College,Married,Less than $40K,Blue,36,3,1,8795.0,1318
5686,40,M,2,Graduate,Single,$60K - $80K,Blue,27,6,2,12283.0,0
5687,34,F,2,College,Single,Less than $40K,Blue,20,5,2,2715.0,1503
5688,44,F,3,Graduate,Married,Less than $40K,Blue,25,6,1,19897.0,2232
5689,44,F,2,Uneducated,Single,Less than $40K,Blue,36,5,2,2097.0,1224
5690,41,F,2,Graduate,Single,Less than $40K,Blue,30,3,2,3028.0,2270
5691,34,F,2,College,Single,Less than $40K,Blue,22,5,2,1695.0,761
5692,41,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,1438.3,0
5693,37,F,1,Graduate,Single,Less than $40K,Blue,28,4,3,1438.3,599
5694,55,M,2,Graduate,Divorced,$120K +,Blue,50,5,4,24250.0,278
5695,49,F,2,Graduate,Single,Less than $40K,Blue,38,6,3,5076.0,871
5696,40,F,2,Graduate,Single,Less than $40K,Blue,27,4,2,4438.0,1513
5697,36,F,3,College,Single,Less than $40K,Blue,36,5,2,1964.0,0
5698,53,F,0,High School,Single,Less than $40K,Blue,44,4,1,1904.0,886
5699,46,F,1,Graduate,Married,$40K - $60K,Blue,26,6,3,2933.0,1569
5700,55,F,0,Graduate,Single,Less than $40K,Blue,44,6,1,18202.0,1841
5701,47,M,5,Graduate,Married,$80K - $120K,Silver,36,3,3,34516.0,760
5702,52,F,3,Graduate,Married,Less than $40K,Blue,44,5,5,2421.0,2312
5703,44,F,2,Doctorate,Divorced,Less than $40K,Blue,34,3,1,2406.0,1491
5704,51,F,2,High School,Single,$40K - $60K,Blue,37,5,1,2621.0,2426
5705,34,F,0,Graduate,Married,Less than $40K,Blue,26,5,3,2291.0,0
5706,46,F,4,High School,Married,$40K - $60K,Blue,38,6,2,3645.0,1179
5707,37,F,2,Graduate,Single,$40K - $60K,Blue,24,4,3,3375.0,1730
5708,47,M,3,Graduate,Single,$120K +,Blue,42,5,3,8856.0,1433
5709,36,F,5,Graduate,Single,Less than $40K,Blue,24,3,1,2980.0,2093
5710,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,3,17656.0,0
5711,57,F,2,Uneducated,Single,Less than $40K,Blue,50,5,0,2475.0,0
5712,46,F,4,High School,Single,Less than $40K,Blue,33,3,2,3942.0,1711
5713,57,F,1,Graduate,Single,Less than $40K,Blue,36,4,2,1771.0,1289
5714,45,F,3,Graduate,Divorced,Less than $40K,Blue,37,5,2,17678.0,0
5715,50,M,1,Graduate,Married,$120K +,Blue,43,4,5,20958.0,0
5716,53,F,4,Graduate,Single,Less than $40K,Blue,46,4,1,4117.0,777
5717,43,F,2,Graduate,Single,$40K - $60K,Silver,39,3,1,18524.0,1736
5718,36,M,4,Post-Graduate,Married,Less than $40K,Blue,26,5,1,2222.0,1291
5719,56,F,2,College,Married,Less than $40K,Blue,46,5,3,3119.0,1778
5720,46,M,3,College,Married,$40K - $60K,Blue,34,5,1,1611.0,0
5721,53,F,1,Graduate,Divorced,Less than $40K,Blue,44,3,3,4090.0,2517
5722,55,M,0,Graduate,Single,$60K - $80K,Blue,36,3,3,1467.0,0
5723,52,F,1,Graduate,Married,$40K - $60K,Blue,46,5,1,2442.0,1507
5724,53,F,1,High School,Married,$40K - $60K,Blue,44,3,3,1816.0,0
5725,40,F,3,High School,Single,Less than $40K,Blue,27,3,3,1438.3,0
5726,42,M,4,Graduate,Single,$60K - $80K,Blue,35,3,3,14958.0,1644
5727,43,F,2,Graduate,Married,Less than $40K,Blue,25,4,2,21961.0,0
5728,40,F,3,Uneducated,Single,Less than $40K,Blue,30,5,1,1625.0,912
5729,49,F,0,Post-Graduate,Married,Less than $40K,Blue,36,6,3,3007.0,2517
5730,47,M,3,Graduate,Married,$120K +,Blue,28,3,2,11629.0,802
5731,42,F,2,Graduate,Married,Less than $40K,Blue,32,3,3,1507.0,0
5732,45,F,3,High School,Single,Less than $40K,Blue,36,6,1,3111.0,1994
5733,60,M,1,Graduate,Single,$40K - $60K,Blue,54,6,3,1848.0,1408
5734,44,F,1,Graduate,Single,$40K - $60K,Blue,38,3,2,4142.0,2517
5735,46,M,4,High School,Single,$80K - $120K,Blue,36,6,1,1438.3,0
5736,45,F,4,Uneducated,Single,Less than $40K,Blue,39,6,2,2202.0,1414
5737,42,M,4,Graduate,Married,$60K - $80K,Blue,36,4,2,3591.0,1749
5738,49,M,3,College,Married,$120K +,Blue,43,5,3,4781.0,0
5739,58,F,0,Graduate,Married,Less than $40K,Blue,36,3,3,3832.0,1439
5740,53,M,3,High School,Married,$120K +,Blue,44,4,2,9025.0,1005
5741,44,M,2,Uneducated,Single,$40K - $60K,Blue,28,3,1,11627.0,0
5742,61,F,1,College,Married,Less than $40K,Blue,46,6,2,5686.0,0
5743,49,F,1,Graduate,Married,Less than $40K,Blue,40,5,1,2636.0,1840
5744,37,F,4,High School,Single,Less than $40K,Blue,36,6,2,1438.3,0
5745,43,F,5,High School,Single,Less than $40K,Blue,33,6,2,4976.0,866
5746,38,F,3,High School,Single,Less than $40K,Blue,24,6,3,13951.0,1607
5747,44,M,4,High School,Single,$60K - $80K,Blue,40,4,3,14370.0,945
5748,60,M,1,High School,Single,$40K - $60K,Silver,49,5,2,21681.0,0
5749,59,F,0,Post-Graduate,Single,$40K - $60K,Blue,40,5,3,2634.0,1644
5750,37,F,2,High School,Single,$40K - $60K,Blue,27,4,1,2204.0,919
5751,48,F,1,Graduate,Married,$40K - $60K,Blue,36,3,1,2447.0,1991
5752,60,F,0,Graduate,Single,Less than $40K,Blue,36,3,3,3068.0,0
5753,48,F,3,Graduate,Single,Less than $40K,Blue,43,3,3,1502.0,0
5754,39,F,3,Uneducated,Single,Less than $40K,Blue,25,5,3,4181.0,1604
5755,52,F,3,High School,Married,Less than $40K,Blue,48,4,2,3136.0,1103
5756,42,F,4,High School,Married,Less than $40K,Blue,35,4,2,4478.0,1700
5757,60,F,1,Uneducated,Single,Less than $40K,Blue,50,3,6,7359.0,0
5758,52,M,4,Graduate,Single,$40K - $60K,Blue,46,3,3,13090.0,0
5759,44,F,1,High School,Married,$40K - $60K,Blue,35,6,2,6849.0,0
5760,36,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,4228.0,1886
5761,49,F,3,Graduate,Married,$40K - $60K,Blue,36,3,3,5678.0,2082
5762,42,F,2,High School,Married,Less than $40K,Blue,31,3,5,3964.0,1218
5763,48,M,3,Graduate,Married,$80K - $120K,Blue,37,5,2,7970.0,2434
5764,36,F,0,College,Married,Less than $40K,Blue,26,5,3,4692.0,0
5765,45,F,3,Uneducated,Divorced,Less than $40K,Blue,32,3,2,1942.0,0
5766,40,M,4,Graduate,Divorced,$40K - $60K,Blue,28,1,2,5821.0,894
5767,48,F,4,Post-Graduate,Married,Less than $40K,Blue,43,4,1,2357.0,1462
5768,54,F,0,Graduate,Married,Less than $40K,Blue,36,3,1,8294.0,696
5769,32,F,3,Post-Graduate,Married,$40K - $60K,Blue,26,4,3,3174.0,2084
5770,34,F,3,Uneducated,Single,Less than $40K,Blue,36,4,3,1438.3,0
5771,46,F,2,College,Divorced,Less than $40K,Blue,31,6,1,1852.0,1428
5772,47,M,3,Uneducated,Single,$40K - $60K,Blue,39,4,3,1809.0,457
5773,48,F,1,Graduate,Divorced,$40K - $60K,Blue,38,4,1,3503.0,1572
5774,52,M,5,Doctorate,Single,$40K - $60K,Silver,39,4,2,17835.0,868
5775,45,M,2,Uneducated,Married,$120K +,Blue,36,6,2,3383.0,1458
5776,46,F,4,Graduate,Single,Less than $40K,Blue,39,4,2,7128.0,1457
5777,36,F,1,Graduate,Married,Less than $40K,Blue,22,5,2,1438.3,790
5778,42,F,3,High School,Married,Less than $40K,Blue,33,6,3,3815.0,1190
5779,39,F,3,Graduate,Married,Less than $40K,Blue,27,3,3,1902.0,962
5780,43,F,1,Uneducated,Divorced,Less than $40K,Blue,36,5,2,2077.0,1254
5781,48,F,2,Doctorate,Married,Less than $40K,Blue,36,4,3,2514.0,2090
5782,56,M,4,High School,Single,$80K - $120K,Blue,40,4,3,34516.0,0
5783,45,F,5,Graduate,Single,Less than $40K,Blue,38,3,3,2144.0,1492
5784,65,F,0,High School,Single,Less than $40K,Blue,56,3,3,5951.0,2517
5785,54,F,3,High School,Divorced,Less than $40K,Blue,36,3,5,4806.0,0
5786,42,F,3,Graduate,Single,Less than $40K,Blue,34,3,3,16612.0,2517
5787,53,F,1,Graduate,Married,$40K - $60K,Blue,47,6,2,2799.0,0
5788,63,M,0,Graduate,Single,$40K - $60K,Silver,54,4,3,18064.0,1695
5789,49,F,4,Graduate,Married,Less than $40K,Blue,34,3,1,2560.0,1430
5790,42,F,3,Uneducated,Married,Less than $40K,Blue,36,6,2,5821.0,0
5791,43,F,5,Uneducated,Single,Less than $40K,Blue,36,4,3,2057.0,1279
5792,49,F,5,High School,Divorced,Less than $40K,Blue,42,5,2,1972.0,1489
5793,44,M,3,High School,Married,$60K - $80K,Blue,36,6,2,2675.0,0
5794,48,M,3,Graduate,Married,$40K - $60K,Blue,33,3,1,6223.0,2126
5795,44,F,4,High School,Single,Less than $40K,Blue,37,3,3,7632.0,0
5796,55,F,1,Graduate,Married,Less than $40K,Blue,36,5,2,3258.0,2517
5797,46,M,3,High School,Single,$60K - $80K,Silver,29,4,3,34516.0,2040
5798,49,F,1,High School,Divorced,$40K - $60K,Blue,43,3,3,3054.0,845
5799,35,F,2,Doctorate,Single,Less than $40K,Blue,30,5,1,1438.3,0
5800,50,M,3,Uneducated,Single,$120K +,Blue,36,1,2,7970.0,2282
5801,55,F,1,Graduate,Single,Less than $40K,Blue,36,5,2,1836.0,572
5802,47,M,3,Graduate,Married,$120K +,Blue,36,3,2,9397.0,795
5803,60,F,0,Uneducated,Married,Less than $40K,Blue,36,4,2,1601.0,0
5804,45,M,4,High School,Married,$80K - $120K,Blue,36,3,2,34516.0,1170
5805,51,F,1,High School,Married,Less than $40K,Blue,43,5,1,1822.0,1114
5806,41,M,4,High School,Married,Less than $40K,Blue,30,3,2,1614.0,700
5807,54,F,4,Graduate,Married,Less than $40K,Blue,41,3,2,1491.0,1349
5808,28,F,1,Graduate,Divorced,Less than $40K,Blue,23,4,1,2543.0,1156
5809,50,F,2,College,Divorced,Less than $40K,Blue,36,3,2,3462.0,1817
5810,44,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,1699.0,0
5811,46,F,3,Graduate,Married,Less than $40K,Blue,40,3,4,13095.0,1836
5812,47,M,5,Graduate,Single,$60K - $80K,Blue,32,6,2,8823.0,2517
5813,48,M,1,Uneducated,Married,$60K - $80K,Blue,42,6,1,4429.0,883
5814,58,F,4,High School,Married,Less than $40K,Blue,48,1,4,5396.0,1803
5815,65,F,0,High School,Single,$40K - $60K,Blue,53,4,1,2418.0,2205
5816,56,F,1,Graduate,Single,Less than $40K,Blue,47,5,2,2086.0,1792
5817,48,F,3,Graduate,Single,$40K - $60K,Blue,41,5,3,1899.0,671
5818,43,M,5,Graduate,Single,$40K - $60K,Blue,31,4,1,7564.0,0
5819,41,M,2,Graduate,Married,$60K - $80K,Blue,31,3,2,13116.0,1225
5820,35,F,4,Doctorate,Married,Less than $40K,Blue,36,3,1,1438.3,606
5821,48,F,3,High School,Married,Less than $40K,Blue,36,4,1,3716.0,0
5822,50,F,1,Graduate,Married,Less than $40K,Blue,36,3,5,3069.0,1482
5823,51,F,1,High School,Single,Less than $40K,Blue,33,6,3,2006.0,1608
5824,45,F,4,High School,Married,$40K - $60K,Blue,36,5,2,2948.0,2232
5825,47,F,3,Graduate,Single,Less than $40K,Blue,38,4,2,1438.3,0
5826,35,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,1438.3,670
5827,58,F,3,Graduate,Married,$40K - $60K,Blue,46,5,3,4669.0,1913
5828,48,F,2,Graduate,Married,Less than $40K,Silver,35,5,2,13994.0,0
5829,57,M,2,Graduate,Single,$120K +,Blue,51,3,5,8760.0,0
5830,53,F,1,High School,Married,Less than $40K,Blue,36,3,2,1688.0,0
5831,46,F,2,College,Married,Less than $40K,Blue,27,6,3,9881.0,1794
5832,39,M,4,Graduate,Single,$60K - $80K,Blue,26,6,2,4534.0,917
5833,57,F,4,Uneducated,Single,Less than $40K,Blue,51,5,3,3545.0,1446
5834,57,F,2,College,Single,Less than $40K,Blue,49,4,2,1857.0,1528
5835,56,F,4,Uneducated,Single,Less than $40K,Blue,51,5,1,3334.0,1272
5836,55,F,3,Graduate,Single,$40K - $60K,Blue,32,5,3,2496.0,1999
5837,41,F,3,College,Married,Less than $40K,Blue,37,3,1,1438.3,765
5838,45,F,4,Doctorate,Married,Less than $40K,Blue,27,3,2,1438.3,0
5839,52,M,3,Graduate,Single,$60K - $80K,Blue,46,4,2,9357.0,1285
5840,40,F,2,Graduate,Married,Less than $40K,Blue,36,3,2,2423.0,1674
5841,45,F,1,Graduate,Single,$40K - $60K,Blue,36,5,2,1936.0,1613
5842,43,M,1,Graduate,Divorced,$60K - $80K,Blue,25,4,3,1783.0,1014
5843,59,F,0,Graduate,Married,Less than $40K,Blue,36,4,1,1438.3,0
5844,56,F,2,Graduate,Single,Less than $40K,Blue,46,4,1,1438.3,0
5845,44,F,2,Post-Graduate,Married,Less than $40K,Silver,36,6,3,10580.0,1023
5846,54,F,2,Graduate,Single,Less than $40K,Blue,48,5,3,4597.0,1316
5847,49,F,4,High School,Married,Less than $40K,Blue,44,4,2,1656.0,929
5848,39,F,0,High School,Single,Less than $40K,Blue,23,5,3,3279.0,0
5849,49,F,3,College,Married,$40K - $60K,Blue,44,6,2,2578.0,1590
5850,44,F,4,Graduate,Married,$40K - $60K,Blue,30,3,3,4068.0,0
5851,42,F,4,Graduate,Married,Less than $40K,Blue,36,5,2,2128.0,528
5852,45,F,2,Doctorate,Married,Less than $40K,Blue,31,4,3,2704.0,2262
5853,38,F,3,Post-Graduate,Married,Less than $40K,Blue,29,4,1,1878.0,1247
5854,46,F,3,College,Married,Less than $40K,Blue,40,3,3,10600.0,0
5855,58,F,0,Uneducated,Divorced,Less than $40K,Blue,36,3,2,9909.0,0
5856,57,F,1,Graduate,Married,Less than $40K,Blue,50,3,2,1665.0,983
5857,50,M,1,Graduate,Divorced,$120K +,Blue,42,1,3,1656.0,0
5858,53,M,1,High School,Married,$80K - $120K,Blue,36,3,3,14111.0,1034
5859,52,F,1,Graduate,Married,Less than $40K,Blue,42,4,2,2012.0,1230
5860,43,F,2,Post-Graduate,Married,Less than $40K,Blue,31,6,1,2837.0,1807
5861,40,F,3,Graduate,Single,Less than $40K,Blue,28,6,2,1709.0,0
5862,49,F,1,Graduate,Married,Less than $40K,Blue,31,5,2,5714.0,868
5863,41,M,3,Graduate,Married,$60K - $80K,Blue,32,4,1,5071.0,1043
5864,51,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,24028.0,0
5865,31,F,2,Post-Graduate,Married,Less than $40K,Blue,13,5,3,13882.0,0
5866,49,F,3,Graduate,Married,$40K - $60K,Blue,41,3,2,3585.0,931
5867,40,M,3,Uneducated,Single,$80K - $120K,Blue,34,4,2,9124.0,2126
5868,45,F,4,Graduate,Married,Less than $40K,Blue,35,4,2,2705.0,0
5869,56,F,1,Graduate,Single,Less than $40K,Blue,36,4,3,1936.0,1101
5870,49,M,3,High School,Married,$80K - $120K,Blue,41,5,2,8051.0,2138
5871,36,F,1,Graduate,Married,$40K - $60K,Blue,36,5,1,3635.0,1617
5872,46,F,1,High School,Married,Less than $40K,Blue,37,4,2,2532.0,1487
5873,54,F,4,Graduate,Married,Less than $40K,Blue,41,3,1,2028.0,0
5874,42,F,4,Doctorate,Married,Less than $40K,Blue,24,3,2,4304.0,0
5875,46,F,3,Graduate,Married,Less than $40K,Blue,39,4,1,6644.0,2082
5876,45,F,5,Uneducated,Married,Less than $40K,Blue,33,3,1,1830.0,650
5877,37,M,2,Uneducated,Married,$120K +,Blue,23,4,3,7607.0,2170
5878,55,F,3,Graduate,Single,Less than $40K,Blue,36,3,3,2060.0,0
5879,49,F,2,High School,Single,Less than $40K,Blue,40,3,2,1438.3,906
5880,41,M,4,High School,Single,$60K - $80K,Blue,28,4,3,3126.0,1503
5881,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,27,4,6,6885.0,1611
5882,42,M,4,High School,Married,$60K - $80K,Blue,36,4,3,1871.0,0
5883,31,F,0,Graduate,Single,Less than $40K,Blue,17,4,2,2787.0,1761
5884,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,45,6,3,1867.0,1478
5885,41,F,3,Graduate,Married,Less than $40K,Blue,32,3,2,1438.3,0
5886,47,F,4,Graduate,Single,Less than $40K,Blue,40,6,4,2473.0,0
5887,40,M,4,Post-Graduate,Single,$40K - $60K,Blue,30,6,3,4640.0,1555
5888,47,F,4,High School,Married,Less than $40K,Blue,29,6,3,2712.0,2411
5889,46,F,3,Graduate,Married,Less than $40K,Blue,30,3,2,8869.0,0
5890,51,F,4,Graduate,Married,Less than $40K,Blue,41,2,3,3853.0,696
5891,53,F,3,College,Married,Less than $40K,Blue,43,4,2,1438.3,721
5892,50,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,3,2,14409.0,511
5893,59,F,1,High School,Single,$40K - $60K,Blue,36,5,3,1665.0,0
5894,43,F,3,Graduate,Married,Less than $40K,Blue,31,6,1,2639.0,0
5895,59,F,2,High School,Married,Less than $40K,Blue,48,6,1,2338.0,1566
5896,51,F,1,Graduate,Married,Less than $40K,Blue,40,3,3,2774.0,1362
5897,57,F,1,College,Single,Less than $40K,Blue,46,6,1,4283.0,488
5898,47,F,4,Uneducated,Single,Less than $40K,Blue,42,3,4,6263.0,2517
5899,35,F,2,Graduate,Single,Less than $40K,Blue,23,6,3,2317.0,1301
5900,55,F,2,College,Divorced,Less than $40K,Blue,43,5,2,2239.0,1340
5901,41,F,1,College,Married,Less than $40K,Blue,32,6,3,2225.0,0
5902,51,F,3,Graduate,Single,Less than $40K,Blue,41,6,2,1519.0,1148
5903,48,F,5,Uneducated,Married,Less than $40K,Blue,36,4,2,5495.0,2200
5904,51,F,3,Graduate,Married,Less than $40K,Blue,35,6,1,2141.0,1176
5905,43,F,2,High School,Married,Less than $40K,Blue,29,4,1,2616.0,1786
5906,39,F,3,Graduate,Divorced,Less than $40K,Blue,25,3,1,5494.0,1356
5907,52,F,3,High School,Married,Less than $40K,Blue,40,3,5,2003.0,1735
5908,47,F,4,Uneducated,Single,Less than $40K,Blue,36,3,1,2092.0,1499
5909,44,M,0,High School,Single,$60K - $80K,Blue,36,6,3,6606.0,2517
5910,42,F,4,College,Married,Less than $40K,Blue,23,3,3,7102.0,0
5911,51,F,2,Graduate,Married,Less than $40K,Silver,36,6,2,13812.0,1132
5912,56,M,1,Graduate,Single,$60K - $80K,Blue,36,5,3,7075.0,1676
5913,44,M,1,College,Single,$40K - $60K,Blue,40,6,1,4274.0,1680
5914,47,F,3,High School,Single,Less than $40K,Blue,31,5,1,2317.0,0
5915,51,F,2,Uneducated,Single,Less than $40K,Blue,36,3,3,1438.3,642
5916,47,M,4,High School,Married,$80K - $120K,Blue,37,5,3,2888.0,0
5917,44,F,4,College,Single,Less than $40K,Blue,34,4,1,12310.0,670
5918,48,M,4,Graduate,Married,$60K - $80K,Blue,36,4,3,1622.0,1249
5919,45,F,4,Graduate,Married,Less than $40K,Blue,34,3,2,1438.3,0
5920,40,M,3,Graduate,Single,$80K - $120K,Blue,23,6,2,12559.0,0
5921,56,F,1,Uneducated,Married,$40K - $60K,Blue,46,4,3,2929.0,1287
5922,48,F,3,Graduate,Divorced,Less than $40K,Blue,31,5,2,1438.3,0
5923,50,F,1,Graduate,Single,Less than $40K,Blue,40,4,1,2319.0,1026
5924,37,F,2,Uneducated,Married,Less than $40K,Blue,22,4,3,7927.0,996
5925,55,F,2,Graduate,Divorced,Less than $40K,Blue,50,2,6,1720.0,0
5926,38,M,3,Graduate,Single,$80K - $120K,Blue,30,5,1,3642.0,724
5927,49,F,3,High School,Married,$40K - $60K,Blue,44,5,1,3881.0,0
5928,47,M,3,Doctorate,Married,$120K +,Blue,41,6,2,6143.0,1151
5929,42,F,1,Graduate,Married,Less than $40K,Blue,37,3,3,1438.3,0
5930,52,F,4,College,Married,Less than $40K,Blue,39,6,3,2035.0,1343
5931,47,F,2,High School,Married,Less than $40K,Blue,39,5,3,3899.0,0
5932,52,F,1,Graduate,Single,$40K - $60K,Blue,43,4,2,1981.0,1082
5933,50,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,2422.0,502
5934,52,M,2,Graduate,Married,$80K - $120K,Blue,43,6,3,11964.0,800
5935,50,F,4,College,Married,Less than $40K,Blue,36,6,4,3862.0,0
5936,46,M,2,College,Married,$80K - $120K,Blue,36,5,4,33142.0,0
5937,40,M,2,High School,Single,$120K +,Silver,36,3,4,34516.0,1436
5938,42,F,4,High School,Married,Less than $40K,Blue,32,6,3,3454.0,0
5939,29,F,2,Graduate,Married,Less than $40K,Blue,25,6,3,2732.0,1746
5940,50,M,4,High School,Divorced,$80K - $120K,Blue,45,4,2,1687.0,992
5941,43,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,3523.0,0
5942,40,M,4,Uneducated,Single,$120K +,Blue,36,4,3,5773.0,2024
5943,45,F,3,Graduate,Married,Less than $40K,Blue,40,3,5,4462.0,706
5944,35,F,3,Doctorate,Married,Less than $40K,Blue,30,5,2,3976.0,1789
5945,55,F,3,College,Single,Less than $40K,Blue,36,3,3,2679.0,2277
5946,49,F,4,Graduate,Married,$40K - $60K,Blue,29,6,3,1564.0,0
5947,53,F,2,High School,Single,$40K - $60K,Blue,47,5,2,1536.0,728
5948,46,M,5,High School,Married,$40K - $60K,Blue,37,6,2,2375.0,1196
5949,50,F,3,High School,Married,Less than $40K,Blue,42,4,3,2719.0,0
5950,53,F,4,Graduate,Divorced,$40K - $60K,Blue,45,5,3,3369.0,2424
5951,58,F,1,Graduate,Single,Less than $40K,Blue,36,5,1,3173.0,1713
5952,47,F,2,High School,Married,Less than $40K,Blue,36,4,2,3139.0,0
5953,50,F,3,High School,Married,Less than $40K,Blue,33,3,3,2140.0,0
5954,56,F,3,Uneducated,Single,Less than $40K,Blue,46,4,3,2258.0,0
5955,48,M,3,Graduate,Married,$40K - $60K,Blue,43,5,1,2423.0,1779
5956,55,F,1,High School,Single,Less than $40K,Blue,37,4,3,2376.0,1969
5957,38,M,1,Graduate,Single,Less than $40K,Blue,28,4,5,1690.0,1459
5958,46,F,3,High School,Married,$40K - $60K,Blue,34,2,3,8583.0,0
5959,52,F,3,Graduate,Single,Less than $40K,Blue,34,5,2,2996.0,2147
5960,49,F,1,Post-Graduate,Single,Less than $40K,Blue,39,6,3,2880.0,1996
5961,48,M,4,Uneducated,Divorced,$80K - $120K,Gold,38,4,3,34516.0,1426
5962,36,F,2,Doctorate,Single,Less than $40K,Blue,23,5,2,6966.0,905
5963,36,M,3,College,Married,$120K +,Blue,24,2,2,11316.0,1599
5964,38,F,0,High School,Single,Less than $40K,Blue,30,4,2,1438.3,1003
5965,44,M,1,Uneducated,Divorced,$120K +,Blue,39,3,2,11362.0,0
5966,52,F,0,Doctorate,Married,Less than $40K,Blue,46,6,4,7210.0,0
5967,55,F,4,College,Single,Less than $40K,Blue,36,5,3,7790.0,753
5968,37,F,2,Graduate,Married,Less than $40K,Blue,18,3,3,2023.0,1587
5969,51,F,3,Graduate,Married,$40K - $60K,Blue,45,5,2,9117.0,1259
5970,41,F,2,Doctorate,Married,Less than $40K,Blue,36,4,1,1801.0,940
5971,51,M,2,High School,Married,$60K - $80K,Blue,37,6,6,8787.0,1087
5972,40,M,4,Graduate,Married,$60K - $80K,Silver,36,6,1,27436.0,642
5973,65,F,2,Doctorate,Single,Less than $40K,Blue,53,6,3,2195.0,1917
5974,46,M,4,College,Married,$80K - $120K,Blue,34,5,3,13734.0,568
5975,45,M,4,Graduate,Married,$60K - $80K,Blue,34,6,2,2731.0,1868
5976,49,M,3,Graduate,Single,$80K - $120K,Blue,45,3,2,2453.0,1534
5977,49,M,3,Graduate,Married,$60K - $80K,Blue,36,6,3,7451.0,1542
5978,41,F,3,High School,Married,$40K - $60K,Blue,35,3,3,2644.0,1794
5979,41,M,4,Graduate,Married,$80K - $120K,Silver,28,3,2,34516.0,825
5980,41,M,5,Graduate,Married,$60K - $80K,Blue,36,4,4,4575.0,1344
5981,51,F,1,College,Single,Less than $40K,Blue,45,3,3,4860.0,1772
5982,46,F,2,Graduate,Married,Less than $40K,Blue,40,6,4,1438.3,510
5983,37,F,2,Graduate,Single,Less than $40K,Blue,25,3,2,1690.0,0
5984,39,M,5,Uneducated,Married,$40K - $60K,Blue,36,4,2,1438.3,0
5985,46,M,5,Uneducated,Single,$60K - $80K,Blue,36,3,3,24512.0,766
5986,43,F,3,High School,Single,$40K - $60K,Blue,34,1,3,1654.0,1474
5987,63,M,1,Graduate,Single,$80K - $120K,Blue,55,6,1,21430.0,0
5988,50,M,1,Graduate,Married,$120K +,Silver,38,4,3,34516.0,1915
5989,37,M,4,Uneducated,Married,$40K - $60K,Blue,27,6,3,1438.3,759
5990,33,F,2,Doctorate,Single,Less than $40K,Blue,36,5,2,2800.0,1559
5991,44,M,4,Post-Graduate,Married,$60K - $80K,Blue,36,3,2,3117.0,1400
5992,44,M,2,Uneducated,Married,$80K - $120K,Blue,34,6,3,2558.0,2016
5993,47,M,3,High School,Married,$60K - $80K,Blue,39,2,3,10061.0,0
5994,45,F,4,Graduate,Married,Less than $40K,Blue,36,4,1,3416.0,727
5995,39,F,3,Graduate,Married,Less than $40K,Blue,28,3,3,9371.0,1066
5996,47,F,3,Graduate,Married,Less than $40K,Blue,36,3,1,3147.0,2453
5997,52,F,3,Graduate,Single,Less than $40K,Blue,37,4,2,1554.0,926
